31.200, -48.000, 90.427
32.199, -47.996, 103.228
33.198, -48.048, 119.828
34.196, -48.108, 115.418
35.195, -48.158, 108.616
36.194, -48.190, 102.928
37.194, -48.195, 97.099
38.194, -48.162, 90.122
39.191, -48.083, 82.145
40.180, -47.939, 77.762
41.153, -47.711, 77.762
42.093, -47.371, 77.762
42.966, -46.886, 94.176
43.806, -46.343, 103.784
44.630, -45.777, 100.867
45.435, -45.183, 97.405
46.216, -44.560, 93.534
46.969, -43.902, 89.353
47.686, -43.205, 83.814
48.358, -42.464, 78.157
48.969, -41.673, 77.762
49.505, -40.829, 77.762
49.936, -39.928, 77.762
50.236, -38.975, 77.762
50.372, -37.986, 77.762
50.321, -36.989, 77.762
50.096, -36.016, 109.303
49.830, -35.052, 121.694
49.568, -34.087, 116.557
49.298, -33.124, 111.545
49.013, -32.165, 108.169
48.707, -31.213, 105.424
48.376, -30.270, 102.871
48.016, -29.337, 100.516
47.626, -28.416, 98.286
47.200, -27.511, 96.146
46.737, -26.625, 94.090
46.233, -25.761, 92.138
45.688, -24.924, 90.330
45.097, -24.117, 88.262
44.462, -23.345, 86.479
43.779, -22.614, 85.682
43.050, -21.930, 85.274
42.277, -21.296, 84.802
41.463, -20.716, 83.723
40.611, -20.192, 84.569
39.724, -19.733, 85.860
38.808, -19.331, 86.189
37.868, -18.992, 87.871
36.908, -18.712, 89.709
35.933, -18.490, 90.898
34.948, -18.321, 95.027
33.955, -18.206, 101.585
32.958, -18.128, 105.710
31.959, -18.081, 108.617
30.959, -18.059, 111.480
29.959, -18.058, 113.985
28.959, -18.075, 115.394
27.960, -18.105, 116.367
26.961, -18.149, 117.499
25.962, -18.204, 118.661
24.964, -18.270, 119.459
23.967, -18.345, 120.131
22.971, -18.428, 120.702
21.975, -18.518, 120.845
20.980, -18.616, 120.775
19.985, -18.720, 121.501
18.991, -18.831, 122.329
17.998, -18.948, 122.598
17.005, -19.070, 121.961
16.013, -19.196, 122.164
15.022, -19.329, 123.249
14.032, -19.466, 123.358
13.042, -19.607, 122.652
12.052, -19.752, 122.872
11.064, -19.903, 123.841
10.076, -20.058, 123.509
9.088, -20.215, 123.094
8.102, -20.377, 123.585
7.115, -20.544, 124.142
6.130, -20.713, 123.352
5.145, -20.885, 123.328
4.161, -21.063, 124.183
3.177, -21.243, 123.889
2.194, -21.427, 123.391
1.212, -21.614, 123.751
0.230, -21.806, 124.235
-0.751, -22.000, 123.492
-1.731, -22.197, 123.328
-2.710, -22.399, 123.983
-3.689, -22.605, 123.959
-4.667, -22.813, 123.170
-5.644, -23.025, 123.155
-6.620, -23.242, 123.748
-7.596, -23.462, 123.615
-8.570, -23.686, 122.764
-9.544, -23.914, 122.569
-10.517, -24.147, 123.055
-11.488, -24.384, 122.830
-12.459, -24.626, 122.546
-13.428, -24.872, 121.787
-14.396, -25.123, 121.318
-15.362, -25.381, 121.312
-16.326, -25.644, 120.883
-17.289, -25.914, 120.240
-18.250, -26.192, 119.462
-19.209, -26.476, 118.514
-20.165, -26.770, 117.348
-21.117, -27.074, 115.900
-22.067, -27.389, 114.086
-23.011, -27.717, 107.777
-23.950, -28.061, 99.976
-24.877, -28.436, 96.967
-25.788, -28.848, 93.714
-26.680, -29.300, 92.280
-27.546, -29.799, 90.878
-28.387, -30.340, 89.338
-29.194, -30.931, 89.214
-29.967, -31.565, 87.632
-30.700, -32.245, 88.096
-31.389, -32.969, 89.225
-32.034, -33.733, 90.347
-32.635, -34.532, 92.315
-33.192, -35.362, 95.152
-33.707, -36.219, 98.916
-34.185, -37.097, 103.732
-34.633, -37.992, 109.849
-35.056, -38.897, 117.719
-35.465, -39.810, 121.179
-35.869, -40.725, 113.475
-36.280, -41.637, 102.116
-36.714, -42.538, 90.720
-37.185, -43.420, 80.502
-37.714, -44.268, 77.762
-38.318, -45.064, 77.762
-39.016, -45.779, 77.762
-39.807, -46.389, 77.762
-40.677, -46.881, 77.762
-41.589, -47.288, 81.585
-42.533, -47.619, 85.531
-43.497, -47.883, 89.660
-44.476, -48.086, 93.273
-45.464, -48.238, 96.594
-46.459, -48.344, 100.340
-47.456, -48.410, 102.931
-48.456, -48.443, 105.967
-49.456, -48.445, 108.724
-50.456, -48.424, 111.491
-51.455, -48.380, 114.699
-52.453, -48.320, 118.253
-53.450, -48.247, 123.530
-54.447, -48.167, 122.093
-55.444, -48.086, 109.158
-56.441, -48.016, 88.468
-57.440, -47.981, 78.324
-58.040, -48.000, 78.324
