24.000, 24.000, 86.920
24.740, 23.328, 94.058
25.512, 22.692, 107.017
26.298, 22.074, 114.399
27.094, 21.468, 119.183
27.894, 20.869, 122.640
28.697, 20.273, 124.947
29.502, 19.680, 126.186
30.308, 19.087, 125.479
31.113, 18.494, 124.252
31.916, 17.899, 123.271
32.719, 17.302, 122.191
33.519, 16.702, 120.933
34.316, 16.099, 120.068
35.110, 15.491, 119.412
35.900, 14.878, 118.485
36.686, 14.259, 117.517
37.467, 13.635, 116.133
38.243, 13.004, 114.571
39.012, 12.364, 113.564
39.773, 11.716, 112.525
40.526, 11.058, 111.035
41.270, 10.390, 108.748
42.003, 9.710, 105.848
42.723, 9.016, 104.004
43.428, 8.307, 102.220
44.116, 7.581, 96.784
44.785, 6.838, 93.184
45.425, 6.069, 88.909
46.036, 5.278, 83.011
46.606, 4.457, 75.532
47.128, 3.604, 67.568
47.577, 2.711, 64.802
47.937, 1.779, 64.802
48.170, 0.808, 64.802
48.231, -0.188, 64.802
48.100, -1.178, 64.802
47.815, -2.135, 64.802
47.419, -3.053, 70.665
46.937, -3.929, 79.166
46.397, -4.770, 85.134
45.810, -5.579, 90.204
45.187, -6.362, 95.116
44.535, -7.119, 99.574
43.860, -7.857, 101.539
43.165, -8.576, 104.862
42.453, -9.278, 108.027
41.728, -9.967, 109.827
40.991, -10.643, 110.680
40.244, -11.308, 112.287
39.487, -11.961, 114.551
38.722, -12.606, 115.717
37.951, -13.242, 116.797
37.174, -13.871, 117.739
36.391, -14.493, 118.362
35.603, -15.110, 119.435
34.811, -15.720, 120.766
34.016, -16.326, 121.665
33.218, -16.928, 122.533
32.417, -17.527, 123.407
31.614, -18.123, 124.663
30.809, -18.717, 126.109
30.004, -19.310, 125.940
29.199, -19.903, 124.242
28.395, -20.497, 121.380
27.592, -21.094, 117.691
26.793, -21.696, 112.324
26.000, -22.305, 102.595
25.218, -22.928, 89.183
24.456, -23.576, 82.545
24.000, -24.000, 82.545
