-12.000000, -30.000000, 278.540737, 30.000000
-12.247617, -30.037187, 279.996287, 30.000000
-12.524037, -30.085908, 281.093122, 30.000000
-12.828017, -30.145509, 281.936287, 30.000000
-13.158313, -30.215332, 282.592969, 30.000000
-13.513680, -30.294720, 283.107983, 30.000000
-13.892874, -30.383017, 283.512260, 30.000000
-14.294652, -30.479566, 283.827753, 30.000000
-14.717768, -30.583711, 284.070403, 30.000000
-15.160979, -30.694794, 284.251992, 30.000000
-15.623040, -30.812160, 284.381350, 30.000000
-16.102708, -30.935151, 284.465156, 30.000000
-16.598738, -31.063112, 284.508482, 30.000000
-17.109886, -31.195384, 284.515176, 30.000000
-17.634908, -31.331313, 284.488127, 30.000000
-18.172560, -31.470240, 284.429456, 30.000000
-18.721597, -31.611510, 284.340653, 30.000000
-19.280776, -31.754465, 284.222678, 30.000000
-19.848852, -31.898450, 284.076025, 30.000000
-20.424582, -32.042807, 283.900771, 30.000000
-21.006720, -32.186880, 283.696603, 30.000000
-21.594023, -32.330012, 283.462836, 30.000000
-22.185247, -32.471547, 283.198410, 30.000000
-22.779147, -32.610828, 282.901882, 30.000000
-23.374479, -32.747197, 282.571401, 30.000000
-23.970000, -32.880000, 282.204673, 30.000000
-24.564465, -33.008579, 281.798917, 30.000000
-25.156629, -33.132276, 281.350791, 30.000000
-25.745249, -33.250437, 280.856319, 30.000000
-26.329081, -33.362404, 280.310777, 30.000000
-26.906880, -33.467520, 279.708568, 30.000000
-27.477402, -33.565129, 279.043045, 30.000000
-28.039404, -33.654574, 278.306308, 30.000000
-28.591640, -33.735199, 277.488933, 30.000000
-29.132867, -33.806346, 276.579632, 30.000000
-29.661840, -33.867360, 275.564825, 30.000000
-30.177316, -33.917583, 274.428088, 30.000000
-30.678050, -33.956360, 273.149450, 30.000000
-31.162798, -33.983032, 271.704495, 30.000000
-31.630316, -33.996945, 270.063205, 30.000000
-32.079360, -33.997440, 268.188515, 30.000000
-32.508685, -33.983862, 266.034493, 30.000000
-32.917048, -33.955553, 263.544177, 30.000000
-33.303204, -33.911858, 260.647146, 30.000000
-33.665910, -33.852119, 257.257235, 30.000000
-34.003920, -33.775680, 253.271363, 30.000000
-34.315991, -33.681884, 248.571585, 30.000000
-34.600879, -33.570075, 243.034351, 30.000000
-34.857339, -33.439596, 236.553076, 30.000000
-35.084127, -33.289789, 229.080079, 30.000000
-35.280000, -33.120000, 220.871899, 30.000000
-35.447655, -32.926261, 213.058393, 30.000000
-35.591163, -32.705772, 206.021653, 30.000000
-35.711335, -32.459619, 199.833848, 30.000000
-35.808983, -32.188892, 194.472347, 30.000000
-35.884920, -31.894680, 189.861474, 30.000000
-35.939958, -31.578071, 185.905097, 30.000000
-35.974908, -31.240154, 182.506268, 30.000000
-35.990584, -30.882017, 179.576763, 30.000000
-35.987797, -30.504750, 177.040454, 30.000000
-35.967360, -30.109440, 174.833505, 30.000000
-35.930084, -29.697177, 172.903179, 30.000000
-35.876782, -29.269048, 171.206203, 30.000000
-35.808266, -28.826144, 169.707144, 30.000000
-35.725348, -28.369551, 168.376955, 30.000000
-35.628840, -27.900360, 167.191763, 30.000000
-35.519555, -27.419658, 166.131874, 30.000000
-35.398304, -26.928535, 165.180973, 30.000000
-35.265900, -26.428078, 164.325489, 30.000000
-35.123154, -25.919377, 163.554088, 30.000000
-34.970880, -25.403520, 162.857267, 30.000000
-34.809889, -24.881596, 162.227042, 30.000000
-34.640993, -24.354693, 161.656685, 30.000000
-34.465005, -23.823900, 161.140526, 30.000000
-34.282737, -23.290307, 160.673790, 30.000000
-34.095000, -22.755000, 160.252471, 30.000000
-33.902607, -22.219069, 159.873226, 30.000000
-33.706371, -21.683604, 159.533299, 30.000000
-33.507103, -21.149691, 159.230461, 30.000000
-33.305615, -20.618420, 158.962964, 30.000000
-33.102720, -20.090880, 158.729516, 30.000000
-32.899230, -19.568159, 158.529260, 30.000000
-32.695956, -19.051346, 158.361782, 30.000000
-32.493712, -18.541529, 158.227118, 30.000000
-32.293309, -18.039798, 158.125792, 30.000000
-32.095560, -17.547240, 158.058863, 30.000000
-31.901276, -17.064945, 158.028012, 30.000000
-31.711270, -16.594000, 158.035646, 30.000000
-31.526354, -16.135496, 158.085065, 30.000000
-31.347340, -15.690519, 158.180677, 30.000000
-31.175040, -15.260160, 158.328316, 30.000000
-31.010267, -14.845506, 158.535682, 30.000000
-30.853832, -14.447647, 158.812986, 30.000000
-30.706548, -14.067670, 159.173888, 30.000000
-30.569226, -13.706665, 159.636925, 30.000000
-30.442680, -13.365720, 160.227707, 30.000000
-30.327721, -13.045924, 160.982444, 30.000000
-30.225161, -12.748365, 161.953793, 30.000000
-30.135813, -12.474132, 163.221021, 30.000000
-30.060489, -12.224315, 164.908589, 30.000000
-30.000000, -12.000000, 164.908589, 30.000000
