13.251, 13.251, 77.762
13.991, 13.922, 89.959
14.667, 14.658, 117.690
15.328, 15.409, 121.882
15.988, 16.160, 113.935
16.657, 16.903, 107.398
17.341, 17.633, 100.858
18.046, 18.342, 93.368
18.779, 19.022, 84.275
19.550, 19.658, 77.762
20.371, 20.229, 77.762
21.255, 20.695, 77.762
22.210, 20.981, 77.762
23.204, 20.963, 77.762
24.113, 20.565, 77.762
24.902, 19.951, 78.482
25.622, 19.257, 90.345
26.295, 18.518, 97.427
26.934, 17.749, 101.719
27.544, 16.957, 104.596
28.129, 16.146, 106.807
28.692, 15.319, 108.117
29.234, 14.479, 108.988
29.757, 13.626, 109.692
30.260, 12.762, 110.003
30.745, 11.888, 110.048
31.212, 11.003, 109.761
31.660, 10.109, 108.873
32.088, 9.206, 108.230
32.494, 8.292, 107.672
32.879, 7.369, 106.419
33.240, 6.436, 104.825
33.575, 5.494, 102.832
33.881, 4.543, 100.244
34.155, 3.581, 97.429
34.391, 2.609, 93.914
34.584, 1.628, 89.129
34.726, 0.638, 80.305
34.803, -0.359, 77.762
34.786, -1.358, 77.762
34.667, -2.350, 80.739
34.463, -3.329, 86.349
34.190, -4.291, 91.941
33.863, -5.235, 97.316
33.491, -6.164, 102.365
33.085, -7.078, 107.059
32.653, -7.979, 111.425
32.202, -8.872, 115.493
31.735, -9.756, 119.493
31.260, -10.636, 123.737
30.778, -11.512, 124.998
30.296, -12.388, 122.089
29.816, -13.266, 118.046
29.344, -14.147, 113.883
28.883, -15.034, 109.986
28.438, -15.930, 106.005
28.015, -16.836, 101.631
27.620, -17.755, 96.970
27.260, -18.687, 92.055
26.944, -19.636, 86.987
26.682, -20.601, 81.945
26.488, -21.582, 77.762
26.375, -22.575, 77.762
26.356, -23.574, 77.762
26.441, -24.570, 86.753
26.598, -25.557, 93.125
26.809, -26.535, 96.549
27.064, -27.501, 99.466
27.358, -28.457, 101.925
27.686, -29.402, 103.954
28.043, -30.336, 105.023
28.428, -31.259, 106.458
28.839, -32.170, 108.281
29.271, -33.072, 108.886
29.725, -33.963, 109.187
30.198, -34.844, 110.079
30.691, -35.714, 110.805
31.201, -36.574, 110.391
31.728, -37.424, 110.563
32.273, -38.262, 111.085
32.835, -39.090, 110.474
33.412, -39.906, 109.750
34.007, -40.710, 109.380
34.619, -41.501, 108.673
35.249, -42.277, 107.376
35.897, -43.039, 105.688
36.565, -43.783, 103.507
37.254, -44.508, 100.703
37.967, -45.209, 97.115
38.706, -45.882, 89.417
39.475, -46.521, 77.762
40.287, -47.105, 77.762
41.157, -47.595, 77.762
42.077, -47.988, 78.244
43.028, -48.294, 82.559
44.001, -48.525, 87.308
44.987, -48.689, 92.000
45.981, -48.797, 95.411
46.979, -48.857, 99.186
47.979, -48.875, 103.012
48.979, -48.858, 105.810
49.978, -48.812, 108.744
50.975, -48.741, 112.155
51.971, -48.649, 115.340
52.965, -48.541, 119.349
53.958, -48.422, 123.689
54.950, -48.297, 119.973
55.942, -48.173, 105.881
56.936, -48.064, 84.349
57.934, -47.995, 77.762
58.520, -48.000, 77.762
