-31.200, 48.000, 77.762
-32.196, 47.938, 83.795
-33.194, 47.995, 115.133
-34.191, 48.074, 115.223
-35.188, 48.147, 104.186
-36.187, 48.198, 95.325
-37.186, 48.212, 86.398
-38.185, 48.172, 77.762
-39.178, 48.057, 77.762
-40.153, 47.835, 77.762
-41.081, 47.468, 77.762
-41.906, 46.908, 77.762
-42.544, 46.143, 77.762
-42.930, 45.224, 81.692
-43.177, 44.255, 122.948
-43.421, 43.285, 120.200
-43.659, 42.314, 118.136
-43.887, 41.340, 117.038
-44.105, 40.364, 116.086
-44.311, 39.386, 114.717
-44.504, 38.405, 114.028
-44.681, 37.420, 112.709
-44.843, 36.434, 111.608
-44.986, 35.444, 110.389
-45.110, 34.452, 108.727
-45.212, 33.457, 107.407
-45.291, 32.460, 105.123
-45.343, 31.461, 103.396
-45.364, 30.462, 100.528
-45.354, 29.462, 97.969
-45.304, 28.463, 94.700
-45.212, 27.468, 90.836
-45.069, 26.478, 87.565
-44.869, 25.499, 82.120
-44.605, 24.534, 77.824
-44.262, 23.595, 77.762
-43.836, 22.692, 77.762
-43.317, 21.837, 77.762
-42.693, 21.057, 77.762
-41.972, 20.366, 77.762
-41.163, 19.780, 77.762
-40.282, 19.308, 77.762
-39.345, 18.962, 77.762
-38.376, 18.716, 80.322
-37.388, 18.569, 92.214
-36.392, 18.480, 98.065
-35.393, 18.436, 102.816
-34.393, 18.428, 106.643
-33.393, 18.448, 109.719
-32.394, 18.492, 112.194
-31.396, 18.556, 114.195
-30.400, 18.636, 115.821
-29.404, 18.730, 117.151
-28.410, 18.836, 117.541
-27.417, 18.954, 117.869
-26.425, 19.082, 119.409
-25.434, 19.220, 120.714
-24.445, 19.366, 120.523
-23.457, 19.518, 120.327
-22.470, 19.678, 121.552
-21.484, 19.845, 122.506
-20.499, 20.017, 121.500
-19.515, 20.195, 121.989
-18.532, 20.379, 123.588
-17.550, 20.567, 122.373
-16.568, 20.759, 122.603
-15.588, 20.958, 124.144
-14.609, 21.159, 122.984
-13.630, 21.364, 123.222
-12.652, 21.574, 124.394
-11.675, 21.787, 123.453
-10.699, 22.003, 123.842
-9.723, 22.223, 124.438
-8.748, 22.446, 123.803
-7.774, 22.672, 124.400
-6.801, 22.901, 124.386
-5.828, 23.133, 124.061
-4.856, 23.368, 124.872
-3.885, 23.606, 124.297
-2.914, 23.846, 124.245
-1.944, 24.089, 125.106
-0.975, 24.335, 124.339
-0.006, 24.583, 124.498
0.962, 24.834, 125.070
1.929, 25.087, 124.422
2.896, 25.342, 124.708
3.862, 25.601, 124.984
4.828, 25.861, 124.446
5.793, 26.124, 124.756
6.757, 26.390, 124.970
7.720, 26.657, 124.408
8.683, 26.927, 124.609
9.645, 27.200, 125.045
10.607, 27.475, 124.296
11.567, 27.752, 124.216
12.527, 28.033, 124.770
13.486, 28.316, 124.553
14.445, 28.602, 123.950
15.402, 28.890, 123.866
16.359, 29.182, 124.112
17.314, 29.477, 123.846
18.269, 29.775, 123.525
19.222, 30.076, 123.130
20.174, 30.382, 122.600
21.125, 30.691, 122.034
22.074, 31.006, 121.203
23.022, 31.326, 119.409
23.967, 31.653, 113.563
24.908, 31.990, 106.488
25.842, 32.348, 102.271
26.765, 32.734, 99.220
27.673, 33.152, 97.659
28.563, 33.608, 95.160
29.433, 34.100, 92.138
30.278, 34.635, 90.456
31.093, 35.214, 88.270
31.873, 35.839, 86.302
32.613, 36.512, 85.351
33.306, 37.232, 85.608
33.949, 37.998, 86.783
34.541, 38.803, 89.900
35.082, 39.644, 95.891
35.579, 40.512, 105.482
36.044, 41.397, 116.704
36.492, 42.291, 109.564
36.945, 43.182, 90.163
37.432, 44.056, 77.762
37.982, 44.891, 77.762
38.623, 45.657, 77.762
39.369, 46.322, 77.762
40.209, 46.863, 77.762
41.117, 47.280, 79.642
42.058, 47.616, 85.293
43.022, 47.881, 90.003
44.000, 48.088, 94.225
44.988, 48.243, 98.302
45.982, 48.356, 101.233
46.979, 48.432, 104.477
47.978, 48.475, 107.228
48.978, 48.492, 109.397
49.978, 48.485, 111.910
50.977, 48.457, 114.188
51.976, 48.413, 116.517
52.975, 48.355, 119.331
53.972, 48.287, 122.797
54.969, 48.211, 123.865
55.966, 48.133, 117.402
56.964, 48.060, 101.787
57.962, 48.004, 85.538
58.962, 47.999, 79.229
59.000, 48.000, 79.229
